carat,cut,color,clarity,depth,table,price,x,y,z
0.33,Ideal,H,VVS2,60.9,57.0,666,4.48,4.52,2.74
1.2,Very Good,J,VS2,62.6,57.0,4963,6.72,6.8,4.23
1.51,Fair,H,VS1,58.0,67.0,11263,7.63,7.57,4.41
1.13,Ideal,E,VS2,61.4,58.0,8430,6.71,6.74,4.13
0.52,Premium,G,SI2,61.4,56.0,1235,5.27,5.18,3.2
0.34,Ideal,I,SI1,61.9,57.0,459,4.49,4.52,2.79
0.23,Very Good,F,VVS2,62.9,57.0,505,3.9,3.95,2.47
0.31,Ideal,D,VS2,62.2,56.0,734,4.32,4.33,2.69
0.41,Very Good,E,VS1,62.8,56.0,834,4.72,4.77,2.98
1.01,Ideal,H,SI1,61.3,57.0,5664,6.44,6.46,3.95
1.01,Ideal,H,SI1,62.6,55.0,4965,6.44,6.38,4.01
1.01,Very Good,G,SI1,62.8,56.0,5049,6.35,6.43,4.01
0.57,Premium,E,SI1,62.2,55.0,1590,5.36,5.31,3.32
0.35,Ideal,D,SI2,62.4,57.0,625,4.5,4.47,2.8
1.51,Good,J,VS1,63.5,60.0,7848,7.23,7.29,4.61
0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71
1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63
0.35,Ideal,H,VVS2,59.2,56.0,706,4.6,4.65,2.74
0.5,Very Good,F,SI1,61.2,61.0,1250,5.06,5.1,3.11
1.06,Very Good,H,SI1,62.6,58.0,5020,6.4,6.51,4.04
1.73,Premium,H,SI1,62.0,59.0,12058,7.68,7.59,4.73
2.04,Premium,F,SI2,60.2,58.0,18231,8.24,8.17,4.94
1.01,Very Good,E,SI2,63.3,58.0,4434,6.39,6.37,4.04
0.41,Ideal,F,VS1,61.9,55.0,1076,4.8,4.76,2.96
1.0,Premium,H,IF,60.6,57.0,7235,6.54,6.47,3.94
1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68
0.32,Ideal,G,VVS2,61.5,57.0,936,4.43,4.39,2.71
0.71,Premium,I,SI1,60.2,58.0,2173,5.83,5.76,3.49
0.38,Ideal,I,SI1,61.5,56.0,668,4.67,4.7,2.88
0.42,Very Good,E,VVS2,59.4,60.0,1262,4.88,4.91,2.91
0.62,Ideal,G,VS1,62.0,56.0,2173,5.45,5.49,3.39
0.41,Ideal,D,VS2,61.9,56.0,1007,4.77,4.8,2.96
0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27
2.0,Ideal,H,SI2,61.5,57.0,12587,8.04,8.0,4.93
0.75,Ideal,E,VS2,60.2,57.0,3136,5.93,5.9,3.56
0.41,Premium,E,VS1,60.0,58.0,1153,4.83,4.8,2.89
0.96,Good,H,SI2,56.7,62.0,3611,6.51,6.39,3.66
1.01,Premium,F,SI2,62.4,58.0,4497,6.41,6.37,3.99
1.28,Ideal,G,VS1,62.1,56.0,10537,6.97,6.94,4.32
1.06,Ideal,D,VS1,62.0,57.0,9625,6.49,6.54,4.04
0.83,Premium,F,VS2,62.0,59.0,3393,6.0,5.96,3.71
0.3,Ideal,I,VS2,62.6,56.0,540,4.31,4.29,2.69
0.37,Very Good,G,VVS2,59.9,55.0,774,4.71,4.75,2.83
0.32,Ideal,F,VS1,61.3,55.0,676,4.43,4.46,2.72
0.51,Very Good,F,VS2,63.5,56.0,1574,5.09,5.05,3.22
0.73,Premium,F,SI1,61.9,60.0,2527,5.81,5.78,3.59
1.3,Premium,J,SI2,61.1,61.0,5140,7.0,6.95,4.26
1.01,Ideal,G,VS1,62.4,56.0,6672,6.39,6.44,4.0
0.32,Ideal,D,VS2,62.5,56.0,972,4.45,4.38,2.76
1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53
0.41,Ideal,H,VS1,61.8,56.0,962,4.78,4.73,2.94
2.01,Very Good,H,SI1,62.8,59.0,17759,7.99,8.04,5.03
1.7,Premium,I,SI2,62.9,59.0,9330,7.57,7.51,4.74
1.47,Premium,F,SI2,61.6,60.0,8314,7.38,7.33,4.53
0.33,Ideal,H,VS2,61.2,55.0,668,4.47,4.45,2.73
0.39,Very Good,G,VVS1,60.3,57.0,873,4.74,4.78,2.87
0.3,Premium,F,VS2,61.1,59.0,776,4.32,4.29,2.63
0.31,Ideal,H,VS1,62.2,57.0,698,4.37,4.34,2.71
2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1
0.72,Premium,D,SI1,62.7,59.0,2757,5.69,5.73,3.58
0.7,Premium,I,VS1,62.4,59.0,2394,5.64,5.55,3.49
1.21,Ideal,H,SI1,60.7,57.0,7810,6.85,6.89,4.17
1.4,Very Good,F,SI2,59.9,60.0,7345,7.29,7.38,4.44
0.76,Very Good,E,VVS2,60.6,59.0,3833,5.85,5.94,3.57
1.52,Premium,D,SI1,61.2,62.0,10512,7.38,7.36,4.51
0.41,Very Good,E,SI1,60.5,63.0,904,4.81,4.77,2.9
1.03,Very Good,F,VS1,61.7,56.0,6662,6.47,6.49,4.0
1.51,Premium,H,SI2,60.7,59.0,5767,7.42,7.37,4.49
1.0,Very Good,E,VVS2,59.5,59.0,9139,6.54,6.58,3.9
1.0,Fair,G,SI2,64.9,57.0,3027,6.29,6.2,4.05
0.73,Premium,G,VS2,60.7,58.0,2746,5.82,5.87,3.55
0.34,Ideal,H,VS1,62.7,55.0,765,4.51,4.48,2.82
0.36,Ideal,D,VS2,62.0,54.0,776,4.6,4.62,2.86
0.71,Very Good,E,VS2,63.5,59.0,2858,5.68,5.59,3.58
0.52,Very Good,E,VS1,63.3,58.0,1822,5.07,5.11,3.22
0.36,Very Good,E,VS2,60.3,62.0,789,4.56,4.59,2.76
0.71,Ideal,G,SI2,61.7,55.0,2266,5.71,5.74,3.53
0.3,Ideal,G,SI1,62.0,53.0,477,4.33,4.38,2.7
1.0,Fair,F,VS1,65.0,59.0,6115,6.19,6.14,4.01
1.51,Very Good,J,SI1,61.2,62.0,6851,7.32,7.36,4.49
0.31,Premium,E,SI1,62.6,60.0,698,4.35,4.31,2.71
0.91,Ideal,G,SI2,61.8,56.0,3557,6.21,6.24,3.85
1.25,Premium,G,VS2,61.9,58.0,8064,6.91,6.85,4.26
0.5,Very Good,E,SI1,63.2,57.0,1415,5.06,5.03,3.19
0.53,Premium,G,VS2,62.4,59.0,1607,5.16,5.13,3.21
1.01,Premium,G,VS2,61.6,60.0,6108,6.51,6.42,3.98
0.73,Premium,G,VS2,61.4,59.0,2770,5.83,5.76,3.56
0.56,Ideal,G,VS2,62.0,56.0,1580,5.28,5.3,3.28
0.77,Good,I,VS1,64.1,55.0,2184,5.8,5.86,3.73
1.0,Good,G,SI1,61.6,62.0,4528,6.37,6.45,3.95
0.41,Ideal,F,IF,61.1,58.0,1621,4.82,4.84,2.95
2.12,Ideal,D,SI2,62.9,55.0,12707,8.17,8.14,5.13
0.41,Ideal,F,VS2,62.7,56.0,863,4.72,4.78,2.98
1.16,Premium,G,VS2,59.9,60.0,7203,6.88,6.85,4.11
0.55,Ideal,G,VS2,62.4,56.0,1556,5.25,5.23,3.27
1.52,Ideal,G,VS1,61.8,56.0,14482,7.4,7.45,4.59
1.53,Ideal,G,SI2,61.7,57.0,7240,7.44,7.41,4.58
0.3,Ideal,I,VS1,62.5,54.0,457,4.3,4.34,2.7
0.45,Ideal,D,VS1,62.3,56.0,1330,4.88,4.91,3.05
1.0,Very Good,D,VS2,62.6,56.0,6881,6.33,6.39,3.98
1.12,Premium,H,SI1,62.0,56.0,4572,6.69,6.59,4.13
0.71,Ideal,G,SI1,61.6,55.0,3007,5.72,5.78,3.54
0.71,Ideal,F,VS1,61.1,57.0,3013,5.76,5.82,3.54
1.01,Premium,H,VS2,60.5,58.0,4839,6.46,6.4,3.89
0.33,Ideal,E,VS2,60.3,57.0,723,4.51,4.54,2.73
1.01,Very Good,H,VVS2,59.6,63.0,5684,6.55,6.47,3.88
0.93,Premium,J,VS2,62.3,60.0,3250,6.3,6.23,3.9
0.83,Ideal,F,VS2,62.3,56.0,4417,5.99,6.02,3.74
0.31,Ideal,E,VVS2,61.0,56.0,1046,4.43,4.39,2.69
0.7,Premium,D,SI1,61.4,59.0,2218,5.67,5.64,3.47
1.11,Very Good,G,VS2,60.8,58.0,6593,6.65,6.7,4.06
0.51,Premium,D,SI2,59.5,61.0,1406,5.19,5.16,3.08
0.38,Ideal,H,VS1,62.4,53.0,754,4.67,4.69,2.92
0.71,Very Good,G,VS2,63.1,58.0,2515,5.69,5.6,3.56
0.34,Very Good,H,VS2,62.4,60.0,537,4.41,4.44,2.76
0.3,Ideal,I,SI1,61.9,57.0,422,4.28,4.31,2.66
3.01,Good,H,SI2,57.6,64.0,18593,9.44,9.38,5.42
1.06,Ideal,H,SI2,60.4,57.0,3799,6.64,6.58,3.99
0.61,Ideal,D,SI2,59.9,57.0,1690,5.55,5.53,3.32
0.52,Ideal,F,VVS1,62.0,54.0,2388,5.16,5.19,3.2
0.7,Premium,G,VS2,60.8,58.0,2317,5.75,5.8,3.51
0.96,Fair,G,SI2,66.8,61.0,2539,6.15,6.04,4.07
2.56,Premium,J,SI1,61.4,58.0,17186,8.76,8.73,5.37
0.37,Ideal,I,VS2,61.2,56.0,603,4.62,4.66,2.84
0.71,Ideal,I,VS2,62.0,54.0,2272,5.73,5.77,3.56
0.44,Premium,G,VVS1,60.9,59.0,1294,4.96,4.9,3.0
0.71,Premium,E,VS2,62.6,58.0,2982,5.72,5.68,3.57
0.31,Very Good,G,VS1,62.9,57.0,625,4.3,4.32,2.71
1.97,Very Good,H,VS2,62.9,59.0,17377,7.9,8.01,5.0
1.28,Premium,J,SI2,62.3,58.0,4553,6.89,6.94,4.31
1.01,Ideal,E,VS2,61.9,57.0,7013,6.43,6.37,3.96
1.13,Very Good,H,SI1,63.3,56.0,4689,6.65,6.62,4.2
0.4,Premium,D,VVS2,60.4,59.0,1323,4.77,4.76,2.88
0.9,Premium,H,VS2,61.2,61.0,4355,6.18,6.08,3.75
2.04,Ideal,J,IF,61.5,58.0,17327,8.11,8.14,5.0
0.4,Premium,I,SI2,60.5,58.0,702,4.82,4.76,2.9
0.32,Premium,G,VVS2,62.3,58.0,730,4.35,4.38,2.72
1.16,Very Good,I,SI1,62.9,58.0,4586,6.64,6.69,4.19
1.01,Good,G,SI2,63.7,59.0,4060,6.31,6.38,4.04
1.04,Ideal,I,SI1,61.9,54.0,4941,6.51,6.57,4.05
0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
2.01,Very Good,D,SI2,58.3,63.0,12639,8.28,8.25,4.82
0.56,Ideal,F,VS1,61.7,54.0,2016,5.32,5.28,3.27
2.01,Premium,G,SI2,59.8,58.0,15977,8.21,8.15,4.89
1.51,Good,F,SI2,63.4,57.0,9301,7.25,7.29,4.61
0.91,Premium,G,SI2,60.1,62.0,3047,6.24,6.2,3.73
0.5,Premium,D,VS2,62.1,58.0,1752,5.03,5.08,3.14
0.74,Ideal,G,VS1,61.5,56.0,3572,5.79,5.82,3.57
1.04,Premium,H,VS2,60.4,59.0,5777,6.66,6.51,3.98
1.09,Ideal,G,I1,61.0,56.0,3614,6.66,6.62,4.05
0.37,Ideal,J,VS1,62.6,57.0,487,4.54,4.57,2.85
2.08,Premium,H,SI2,59.7,59.0,12454,8.38,8.29,4.98
0.76,Premium,H,VS2,58.7,61.0,2622,5.99,5.96,3.51
2.05,Good,G,SI2,63.7,61.0,16295,8.03,7.99,5.1
1.01,Ideal,J,VS1,61.2,57.0,4693,6.45,6.49,3.96
0.7,Good,E,VVS2,63.6,62.0,2858,5.61,5.58,3.56
0.31,Premium,I,SI1,61.4,61.0,523,4.39,4.34,2.68
0.72,Ideal,H,IF,62.1,58.0,3283,5.72,5.75,3.56
0.5,Good,H,VVS1,63.5,58.0,1710,4.98,5.03,3.18
0.4,Very Good,E,VS2,63.0,58.0,791,4.7,4.73,2.97
0.91,Fair,D,SI2,62.5,66.0,3079,6.08,6.01,3.78
0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6
0.32,Ideal,F,VS2,62.4,55.0,828,4.43,4.41,2.76
0.85,Ideal,G,VS1,61.6,54.0,4164,6.08,6.12,3.76
1.6,Premium,F,SI2,60.5,60.0,8530,7.55,7.52,4.56
1.56,Good,J,VS2,57.6,65.0,7094,7.62,7.6,4.38
0.55,Ideal,G,VVS2,62.2,54.0,1916,5.23,5.3,3.27
2.03,Premium,H,SI2,61.6,58.0,15930,8.09,8.17,5.01
1.01,Very Good,F,VS2,62.9,55.0,7411,6.36,6.42,4.02
1.0,Very Good,F,VS2,58.7,62.0,5929,6.51,6.6,3.85
2.03,Very Good,I,SI1,62.9,57.0,15153,8.02,8.06,5.06
0.35,Ideal,F,VS2,61.4,55.0,906,4.6,4.55,2.81
0.72,Ideal,G,SI2,61.3,56.0,2451,5.76,5.81,3.55
0.7,Good,G,SI1,62.7,59.0,2209,5.57,5.63,3.51
0.51,Ideal,E,VS2,60.8,56.0,1413,5.18,5.21,3.16
0.4,Ideal,J,VS1,62.2,54.0,633,4.72,4.76,2.95
1.39,Good,F,SI2,63.8,55.0,6969,7.05,7.08,4.51
2.06,Very Good,J,VS2,62.6,58.0,14119,8.05,8.08,5.05
2.1,Premium,I,VS2,59.2,60.0,13753,8.38,8.35,4.95
2.25,Fair,G,I1,64.9,58.0,7069,8.15,8.12,5.28
0.34,Ideal,D,VVS1,61.7,56.0,1133,4.46,4.48,2.76
1.21,Premium,D,VS1,60.2,59.0,10083,6.89,6.86,4.14
1.21,Premium,J,SI2,60.9,60.0,4440,6.82,6.78,4.14
1.09,Ideal,H,SI1,60.9,55.0,5428,6.72,6.69,4.08
0.38,Very Good,D,SI1,61.3,57.0,701,4.67,4.7,2.87
0.72,Ideal,I,VVS1,62.9,57.0,2493,5.68,5.77,3.6
1.2,Very Good,F,SI1,63.3,58.0,6955,6.63,6.57,4.18
2.74,Very Good,H,SI2,63.3,58.0,17184,8.88,8.84,5.61
0.72,Premium,I,SI1,62.0,52.0,1922,5.71,5.67,3.53
1.03,Very Good,F,VS1,62.2,57.0,7233,6.47,6.51,4.04
0.32,Ideal,D,SI1,61.4,57.0,589,4.41,4.42,2.71
2.0,Premium,H,SI1,58.2,60.0,18371,8.34,8.26,4.83
1.46,Very Good,I,SI1,62.5,57.0,7146,7.15,7.19,4.48
0.3,Very Good,I,VS1,63.3,59.0,608,4.23,4.2,2.67
0.28,Ideal,F,VVS2,61.8,56.0,787,4.18,4.22,2.6
0.32,Premium,H,SI1,62.2,56.0,576,4.39,4.36,2.72
1.57,Ideal,G,SI1,61.8,55.0,11702,7.49,7.43,4.61
1.2,Ideal,G,VS1,62.3,56.0,8596,6.82,6.77,4.23
1.65,Premium,D,SI1,60.4,60.0,11310,7.63,7.58,4.59
0.91,Good,H,SI1,63.9,60.0,3425,6.13,6.08,3.9
1.01,Ideal,E,SI2,61.5,55.0,5437,6.44,6.51,3.98
0.32,Ideal,D,VVS1,62.6,57.0,917,4.34,4.41,2.74
1.02,Good,E,VS1,63.9,56.0,7602,6.33,6.38,4.06
1.09,Premium,H,SI2,62.1,55.0,4578,6.63,6.58,4.1
0.33,Premium,G,VVS2,62.8,57.0,965,4.47,4.39,2.78
1.03,Ideal,F,VS1,62.8,54.0,8237,6.48,6.39,4.05
0.33,Premium,H,VVS2,61.6,58.0,666,4.42,4.45,2.73
0.72,Premium,G,VVS2,60.7,60.0,2679,5.8,5.87,3.54
0.52,Ideal,E,VS2,61.3,56.0,1621,5.17,5.21,3.18
1.05,Ideal,H,SI1,61.3,57.0,6255,6.51,6.54,4.0
2.05,Premium,J,VS1,60.1,58.0,15067,8.25,8.19,4.94
1.1,Ideal,H,SI2,62.0,55.0,4733,6.61,6.65,4.11
0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56
1.15,Premium,G,SI1,62.0,58.0,4863,6.77,6.68,4.17
0.32,Ideal,G,VS1,62.3,56.0,828,4.39,4.37,2.73
0.24,Very Good,F,IF,60.4,58.0,552,4.02,4.06,2.44
2.03,Ideal,G,SI1,62.0,57.0,14637,8.1,8.05,5.01
1.72,Premium,G,VVS2,61.8,60.0,18730,7.65,7.68,4.74
0.26,Very Good,G,VVS2,62.3,56.0,486,4.07,4.09,2.54
1.51,Premium,G,VS2,60.7,60.0,12437,7.36,7.4,4.48
0.51,Premium,F,VS1,61.7,58.0,1971,5.11,5.07,3.14
1.53,Very Good,D,SI2,62.9,56.0,9001,7.25,7.31,4.58
0.32,Premium,G,SI2,62.4,59.0,540,4.4,4.35,2.73
1.24,Premium,G,VS1,62.0,55.0,8449,6.95,6.89,4.29
0.32,Very Good,D,SI2,62.8,57.0,477,4.35,4.38,2.74
0.75,Ideal,J,VS2,61.2,56.0,2104,5.86,5.9,3.6
0.32,Ideal,G,SI2,61.6,56.0,450,4.44,4.46,2.74
1.01,Good,G,VS2,63.1,55.0,5199,6.36,6.38,4.02
0.4,Ideal,I,VVS2,62.2,55.0,939,4.72,4.76,2.95
1.0,Good,F,VS1,64.8,59.0,5829,6.17,6.23,4.02
0.46,Ideal,I,IF,62.2,55.0,1192,4.94,4.97,3.08
0.91,Premium,D,SI2,62.2,59.0,4123,6.19,6.23,3.86
0.31,Very Good,H,VS2,63.0,57.0,489,4.32,4.34,2.73
0.31,Very Good,F,VS1,60.6,55.0,675,4.41,4.43,2.67
0.55,Ideal,F,VS2,61.7,56.0,1692,5.26,5.3,3.26
0.24,Ideal,F,VVS1,61.8,55.0,678,4.0,4.03,2.48
0.7,Very Good,E,IF,60.3,59.0,4679,5.72,5.76,3.46
0.29,Very Good,H,VS1,62.2,56.0,444,4.24,4.27,2.64
0.3,Very Good,H,VVS1,63.0,56.0,684,4.24,4.27,2.68
0.54,Ideal,D,VS1,61.3,56.0,2378,5.3,5.27,3.24
0.58,Very Good,F,VS2,60.7,63.0,1914,5.39,5.36,3.26
0.32,Ideal,E,VVS1,61.6,56.0,1061,4.43,4.37,2.71
0.97,Good,J,VS2,64.3,58.0,3129,6.25,6.22,4.01
1.51,Good,E,I1,63.6,60.0,5647,7.3,7.26,4.63
1.05,Premium,H,VS2,62.7,59.0,5468,6.49,6.43,4.05
0.4,Ideal,F,VVS1,62.3,54.0,1168,4.75,4.78,2.97
1.08,Premium,F,VS2,62.8,59.0,7079,6.55,6.47,4.09
0.9,Good,F,VS2,64.5,60.0,4268,6.03,6.07,3.9
1.02,Premium,F,VS1,60.8,59.0,7677,6.49,6.46,3.94
0.34,Very Good,H,VVS2,63.1,57.0,674,4.41,4.49,2.81
0.32,Ideal,F,VVS2,61.2,57.0,1008,4.43,4.4,2.7
1.05,Ideal,G,VVS1,60.1,57.0,8546,6.63,6.68,4.0
0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61
1.04,Very Good,D,VS1,62.3,59.0,8192,6.39,6.48,4.01
0.6,Very Good,G,VS1,61.6,56.0,1912,5.4,5.44,3.34
0.39,Ideal,E,VS2,60.4,56.0,985,4.73,4.7,2.85
1.51,Premium,G,VS2,62.0,57.0,12571,7.38,7.33,4.56
0.47,Good,F,VS1,60.0,60.1,1243,5.04,5.06,3.03
0.51,Ideal,D,SI1,61.8,55.0,1687,5.18,5.14,3.19
0.3,Premium,D,VS2,61.0,60.0,911,4.33,4.29,2.63
0.5,Premium,E,SI1,60.2,58.0,1316,5.15,5.18,3.11
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53
0.43,Very Good,E,VVS1,61.9,56.0,1433,4.81,4.85,2.99
0.5,Ideal,F,VS2,62.7,56.0,1691,5.07,5.1,3.19
0.75,Premium,J,VS1,61.6,57.0,1998,5.88,5.84,3.61
0.32,Premium,G,VS2,61.5,60.0,720,4.42,4.4,2.71
1.04,Ideal,F,SI2,62.2,56.0,4797,6.45,6.48,4.02
0.43,Very Good,H,SI1,61.5,58.0,716,4.8,4.86,2.97
0.71,Ideal,F,VS1,61.9,56.0,3799,5.66,5.72,3.53
0.73,Fair,D,VS1,66.0,54.0,3047,5.56,5.66,3.7
0.34,Ideal,H,VS1,62.2,55.0,620,4.47,4.49,2.79
0.24,Very Good,E,VVS1,60.7,60.0,485,4.01,4.06,2.45
0.53,Premium,E,VVS1,60.8,59.0,2514,5.23,5.17,3.16
0.31,Good,F,VS2,63.4,56.0,625,4.31,4.34,2.74
0.24,Very Good,G,VVS2,62.0,57.0,449,4.0,4.03,2.49
0.36,Very Good,E,VS2,62.3,58.0,789,4.51,4.55,2.82
0.9,Premium,D,VS2,58.7,62.0,4505,6.32,6.29,3.7
1.5,Ideal,I,SI1,62.3,55.0,8736,7.35,7.31,4.57
1.7,Premium,F,VS1,60.6,58.0,18430,7.68,7.71,4.66
0.51,Very Good,F,SI1,61.7,55.0,1320,5.14,5.16,3.18
0.32,Very Good,D,VVS2,61.1,59.0,804,4.39,4.42,2.69
1.22,Very Good,G,SI1,63.4,56.0,6421,6.75,6.78,4.29
1.51,Very Good,F,SI1,62.0,57.0,9150,7.3,7.38,4.55
0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
0.32,Very Good,E,SI1,62.8,57.0,561,4.34,4.39,2.74
2.0,Very Good,G,SI2,63.5,57.0,9475,7.91,7.86,4.99
0.32,Very Good,G,SI1,62.8,56.0,477,4.34,4.36,2.73
2.24,Premium,I,SI2,61.9,58.0,15375,8.29,8.36,5.15
2.2,Fair,I,I1,66.3,56.0,7934,8.05,8.0,5.32
0.24,Very Good,G,VVS2,62.0,56.0,449,3.99,4.03,2.48
0.52,Premium,G,VVS2,61.1,59.0,1911,5.15,5.2,3.16
1.0,Very Good,G,VS2,63.1,58.0,5723,6.39,6.31,4.01
0.51,Good,E,VS2,56.6,59.0,1781,5.37,5.26,3.01
1.0,Premium,H,VS2,59.3,61.0,5208,6.47,6.45,3.83
0.5,Ideal,G,VVS2,62.7,55.0,1836,5.07,5.1,3.19
0.5,Premium,G,VS1,59.8,58.0,1624,5.15,5.19,3.09
0.32,Premium,E,VVS2,61.1,58.0,1080,4.45,4.42,2.71
0.51,Ideal,D,VS2,61.7,55.0,1882,5.14,5.11,3.16
0.38,Good,J,VVS2,63.4,56.0,666,4.56,4.62,2.91
0.36,Ideal,G,VS1,62.3,57.0,869,4.57,4.55,2.84
0.34,Ideal,F,VS2,60.8,57.0,699,4.51,4.54,2.75
0.51,Premium,F,SI1,59.4,60.0,1308,5.19,5.21,3.09
1.02,Very Good,F,SI1,60.2,58.0,6195,6.49,6.54,3.92
0.37,Ideal,D,VS2,61.3,56.0,876,4.6,4.64,2.83
1.1,Premium,F,VS2,61.1,57.0,7115,6.71,6.65,4.08
0.71,Fair,H,SI1,65.1,55.0,2049,5.69,5.65,3.69
1.05,Premium,E,SI2,60.3,61.0,5400,6.62,6.57,3.98
1.23,Ideal,I,SI2,61.2,58.0,5315,6.86,6.9,4.21
0.3,Premium,E,VVS2,61.8,58.0,789,4.26,4.29,2.64
1.02,Ideal,D,VVS2,61.0,56.0,11765,6.52,6.55,3.99
0.34,Ideal,G,VS2,61.9,55.0,596,4.49,4.53,2.79
0.32,Ideal,G,VVS2,62.0,54.0,708,4.39,4.42,2.73
0.3,Very Good,D,SI2,62.9,58.0,447,4.26,4.29,2.69
0.7,Very Good,F,VS2,63.9,59.0,2552,5.56,5.61,3.57
0.31,Very Good,G,VVS2,63.2,58.0,907,4.32,4.26,2.71
0.4,Ideal,H,VS1,61.2,55.0,792,4.75,4.79,2.92
1.01,Very Good,E,VS2,60.4,58.0,6522,6.47,6.6,3.95
0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72
2.01,Premium,F,SI2,61.3,61.0,16881,8.11,8.01,4.94
0.55,Ideal,I,VS1,62.5,57.0,1297,5.19,5.25,3.26
0.32,Premium,D,VS2,61.7,58.0,758,4.34,4.38,2.69
0.51,Very Good,E,SI1,63.1,56.0,1305,5.07,5.1,3.21
1.01,Premium,F,VS2,61.7,58.0,7240,6.47,6.43,3.98
1.05,Ideal,H,SI1,60.8,56.0,5704,6.62,6.58,4.01
0.71,Ideal,J,VS1,61.9,55.0,2034,5.75,5.69,3.54
0.3,Very Good,I,VS1,62.0,58.0,473,4.25,4.3,2.65
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64
0.95,Very Good,E,SI1,62.8,59.0,4711,6.21,6.25,3.91
0.3,Ideal,E,VVS2,61.4,55.0,1125,4.36,4.34,2.67
0.76,Ideal,G,VVS1,62.0,54.7,3671,5.83,5.87,3.62
0.3,Premium,D,SI1,61.0,61.0,709,4.29,4.27,2.61
0.71,Premium,F,SI2,60.6,58.0,2363,5.77,5.72,3.48
0.59,Very Good,F,IF,62.8,56.0,2554,5.31,5.36,3.35
0.84,Ideal,J,VS1,62.0,55.0,2456,6.07,6.06,3.76
0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21
1.22,Ideal,H,SI1,62.1,56.0,6388,6.87,6.81,4.25
1.35,Good,I,SI2,57.9,60.0,4423,7.33,7.29,4.23
0.52,Ideal,D,VS2,61.6,55.0,1822,5.15,5.2,3.19
0.7,Good,E,SI2,59.7,63.0,2092,5.71,5.78,3.43
0.4,Ideal,E,SI1,62.0,57.0,945,4.78,4.74,2.95
0.52,Very Good,F,VS2,60.4,56.0,1581,5.27,5.29,3.19
0.32,Ideal,F,VS1,61.3,55.0,725,4.4,4.44,2.71
0.5,Very Good,E,SI2,61.5,58.0,1077,5.03,5.09,3.11
1.01,Ideal,G,VS2,62.0,54.9,6295,6.41,6.44,3.99
1.2,Premium,G,SI1,62.2,58.0,5154,6.8,6.7,4.2
0.32,Ideal,G,VS1,61.2,57.0,645,4.4,4.43,2.7
0.72,Premium,G,SI1,60.6,59.0,2246,5.8,5.76,3.5
0.37,Ideal,G,SI1,61.0,56.0,608,4.61,4.68,2.84
0.32,Very Good,F,IF,61.7,55.0,921,4.4,4.41,2.72
0.33,Premium,I,VS1,61.1,59.0,668,4.47,4.44,2.72
0.41,Very Good,J,VS1,61.3,59.0,647,4.74,4.78,2.92
1.06,Premium,H,SI1,61.0,58.0,4984,6.57,6.61,4.02
1.31,Premium,I,VS1,58.5,60.0,6737,7.18,7.15,4.19
0.3,Premium,E,IF,61.0,59.0,1097,4.33,4.29,2.63
0.35,Ideal,I,VS2,61.4,55.0,509,4.54,4.58,2.8
0.34,Very Good,E,SI1,63.3,57.0,714,4.47,4.44,2.82
0.41,Ideal,G,SI1,61.1,56.0,964,4.82,4.84,2.95
0.7,Good,D,SI1,63.6,60.0,2512,5.59,5.51,3.51
1.04,Ideal,G,VS1,61.7,56.0,7951,6.47,6.52,4.01
1.2,Ideal,H,SI2,62.3,57.0,5040,6.83,6.75,4.23
1.1,Ideal,F,VS2,61.4,56.0,7589,6.68,6.64,4.09
0.23,Very Good,E,VS2,62.4,60.0,400,3.9,3.92,2.44
0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54
0.32,Ideal,D,VVS2,62.2,56.0,790,4.37,4.41,2.73
2.15,Premium,G,SI2,61.2,58.0,11985,8.42,8.3,5.1
1.01,Very Good,E,SI1,63.6,56.0,6132,6.3,6.37,4.03
0.71,Ideal,H,VS1,61.9,56.0,2909,5.7,5.74,3.54
1.2,Ideal,F,IF,61.6,57.0,14430,6.84,6.79,4.2
0.32,Premium,E,VS2,61.3,59.0,900,4.39,4.35,2.68
0.7,Premium,F,VVS2,62.6,59.0,3105,5.66,5.62,3.53
1.01,Ideal,G,SI1,62.6,56.0,5698,6.37,6.41,4.0
0.35,Ideal,D,VVS2,61.0,57.0,910,4.54,4.58,2.78
0.52,Ideal,F,VS2,62.5,54.0,1720,5.17,5.14,3.22
